,cs_ID,cs_textrec_ID,text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,demo_sex,c_name,hooper_coop.activities,hooper_group.size,hooper_payoff,hooper_performance,hooper_sanction.freeriders,c_name,hooper_total_against,hooper_total_for,prestige_counsel.f,prestige_emulated.f,prestige_expertise.f,prestige_family.f,prestige_followers.expect.success.f,hooper_coop.activities.f,hooper_group.size.f,hooper_payoff.f,hooper_performance.f,hooper_sanction.freeriders.f,subsistence2,region2,,c_name,hooper_total_against,hooper_total_for
932,10939,953,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
933,10940,954,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
934,10941,955,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,unkown,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
935,10943,957,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
936,10944,958,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,hunter gatherers,North America,,,,
937,10945,959,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
938,10946,960,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
939,10947,961,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
940,10948,962,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
941,10949,963,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
942,10950,964,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
943,10951,965,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
53,11227,1057,both,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
158,11219,1049,case,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,female,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1015,11027,1064,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1016,11028,1065,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1017,11029,1066,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1018,11030,1067,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1019,11031,1068,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,Insular Pacific,,,,
1020,11032,1069,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1021,11033,1070,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1022,11034,1071,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1023,11035,1072,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1183,11220,1050,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1184,11221,1051,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1185,11222,1052,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1186,11223,1053,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1187,11224,1054,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1188,11225,1055,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1189,11226,1056,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1190,11228,1058,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1191,11229,1059,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,Insular Pacific,,,,
1192,11230,1060,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1193,11231,1061,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1194,11232,1062,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1195,11233,1063,cultural model,OL06,Trobriands,Oceania,Melanesia,horticulturalists,4,-8.5,151,26,male,Trobriands,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
146,11112,1148,case,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
147,11114,1148,case,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
148,11117,1152,case,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
162,10010,1146,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,other,South America,,,,
1079,11095,1131,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1080,11096,1132,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1081,11097,1132,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1082,11098,1133,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,unkown,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1083,11099,1134,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1084,11100,1135,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1085,11101,1136,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1086,11102,1137,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,unkown,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1087,11103,1138,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1088,11104,1139,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1089,11105,1140,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1090,11106,1141,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,unkown,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1091,11107,1142,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1092,11108,1143,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1093,11109,1144,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1094,11110,1145,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1095,11111,1147,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1096,11113,1149,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1097,11115,1150,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1098,11116,1151,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1099,11118,1153,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1100,11119,1154,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1101,11120,1155,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1102,11121,1156,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
1103,11122,1157,cultural model,SQ19,Tukano,South America,Amazon and Orinoco,other,7,0.5,-70,20,male,Tukano,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,South America,,,,
